,title,price
563,Sherlock Holmes : Teka Teki Empat Pemburu Harta Karun,Rp 59.850
564,The Antagonists Secret,Rp 89.100
565,Amberley,Rp 89.550
566,Selanjutnya Kita Tahu Apa Yang Terjadi Dalam Adegan Di Film itu,Rp 45.000
567,Face Claim,Rp 107.100
568,Capital Letters,Rp 89.550
569,Macbeth Keadilan Itu Busuk Dan Kebusukan Itu Adil (2023),Rp 54.000
570,Nyonya Dalloway,Rp 79.650
571,Marveluna,Rp 89.100
572,Perhitungan Aneh Di Penginapan (Kumpulan Cerita Pendek Johann,Rp 40.500
573,Arga Bad Senior (New Cover),Rp 89.100
574,Kontrakan Nyai Suman,Rp 89.100
575,Mengapa Ada Sedih Di Bumi?,Rp 67.500
576,"Seri Aku Cinta Allah, Aku Cinta Islam",Rp 40.500
577,Surat untuk Bapak,Rp 52.200
578,Petualangan Alice Di Negeri Ajaib,Rp 45.000
579,Alice Menembus Cermin,Rp 53.550
580,Ganeeta,Rp 103.500
581,Atharrazka,Rp 89.100
582,Aksaranita,Rp 89.100
583,Sang Dewi Iblis,Rp 76.500
584,Kematian Halpin Frasyser,Rp 54.000
585,Tuan Besar Gatsby,Rp 71.550
586,Potrait,Rp 98.910
587,Manusia Tak Kasatmata,Rp 62.550
588,Metamorfosis : Sebuah Novel,Rp 45.000
589,Gravitasi Matahari,Rp 99.000
590,"Seri Aku Cinta Allah, Aku Cinta Al Quran",Rp 40.500
591,Cahaya Suci,Rp 89.100
592,Romansa Hari Libur,Rp 45.000
593,Perempuan-Perempuan Chairil dan Kisah-Kisah Drama Lainnya,Rp 81.000
594,Touch Your Heart,Rp 89.100
595,"The Boy, the Mole, the Fox and the Horse",Rp 220.500
596,"Ini Cinta, Ndut!",Rp 71.100
597,Belenggu Hiro,Rp 107.100
598,Calon Mama,Rp 89.100
599,Amarilis : Kisah Cinta Amar Dan Lilis,Rp 59.850
600,Alezra,Rp 89.100
601,Yesus Sang Anak Manusia,Rp 76.500
602,Haideedan,Rp 89.100
603,Agaskar,Rp 108.000
604,Lonceng Sang Pelayan,Rp 58.500
605,Srikandi-Srikandi Algerizan,Rp 89.100
606,Petaka Gunung Tampomas,Rp 144.000
607,Candala,Rp 89.100
608,Yes Mr.Husband Semester 2,Rp 80.550
609,Broken Vessel,Rp 89.100
610,Seri Aku Cinta Allah : Aku Cinta Allah,Rp 40.500
611,"Kakakku, Bongsoon",Rp 116.100
612,Cita-Cita Titik Dua Petani !,Rp 80.100
613,Bila Sedih Agni Bernyanyi,Rp 72.000
614,No Choice,Rp 58.500
615,"Unit 183, I Love You",Rp 89.550
616,Gus Ilham My Husband,Rp 89.100
617,Arfan,Rp 89.100
618,Ther Melian: Chronicle (Collector Edition),Rp 92.000
619,Novel Grafis: Tidak Jatuh Cinta,Rp 85.500
620,Beautiful Uncertainties,Rp 60.000
621,Yang Katanya Cemara,Rp 89.100
622,Lovesick,Rp 89.100
623,Romansa dan Putih Abu-Abu,Rp 89.550
624,Escapism,Rp 89.550
625,Wordsworth Classic : Finnegans Wake,Rp 88.000
626,Miracle,Rp 80.100
627,The Summers,Rp 157.500
628,Rana Renjana,Rp 80.100
629,"Belajar Hadits dari Cerita : Yuk, Sayangi Hewan",Rp 29.250
630,Buku Cerita Sunnah Sesuai Waktu: Sunnah Pagi Hari,Rp 54.400
631,"Damba, Lara, dan Cinta - Enam Cerita Perempuan Asia",Rp 75.600
632,I'm A Good Girl,Rp 89.100
633,Thunderhead,Rp 101.600
634,Strong Girl,Rp 80.100
635,Hickory Dickory Dock (Pembunuhan di Pondokan Mahasiswa),Rp 55.200
636,Aku Juga Manusia,Rp 86.400
637,"Philautia, Semua Berhak Bahagia, Termasuk Aku Dan Kamu",Rp 62.100
638,Altop,Rp 98.100
639,Little Did We Know,Rp 103.500
640,Braga At Paris Van Java,Rp 81.000
641,Dok! Oh Dokter,Rp 121.500
642,Mantra Pejinak Ular,Rp 103.500
643,Nyekar,Rp 89.100
644,Tonil Monte Carlo,Rp 80.100
645,Love and Let Go,Rp 89.100
646,"Belajar Hadits dari Cerita : Yuk, Ikhlas Bersedekah",Rp 29.250
647,Kareem Khaleel Dan Hati Yang Bersyukur,Rp 135.000
648,Ratu: Antagonis Girl,Rp 76.500
649,Akhirnya Aku Menemukanmu,Rp 58.500
650,Catatan Anak Sekolah,Rp 80.100
651,The Old Man And The Sea,Rp 49.500
652,Buku Cerita Fikih Untuk Anak: Shalat,Rp 57.600
653,Kembang Selir,Rp 52.200
654,Asmara Berujung Petaka (Deadly Affair),Rp 55.200
655,Berdansa Dengan Kematian,Rp 100.640
656,Apa itu Ramadan?,Rp 39.200
657,Lupus: Iiih Syereeem!,Rp 55.200
658,Senja Kelana,Rp 59.400
659,Buku Cerita Sunnah Sesuai Waktu: Sunnah Sebelum Tidur,Rp 54.400
660,Lupus: Drakuli Kuper,Rp 55.200
661,Lelaki Di Sudut Kafe,Rp 81.000
662,Bara Dalam Sekar,Rp 94.500
663,Ca-Bau-Kan (Hanya Sebuah Dosa),Rp 120.000
664,Peniru dan Pembunuhan Tanpa Jasad,Rp 100.000
665,Perjuangan Dan Perlawanan Seorang Feminis Mesir,Rp 63.000
666,Novel The Martyr,Rp 116.000
667,Putri Teladan (The Good Daughter),Rp 122.400
668,Dengannya Tanpamu,Rp 89.910
669,City Lite: Secangkir Kopi dan Pencakar Langit,Rp 80.000
670,Fight For Happiness,Rp 89.910
671,Muhammad: Sang Pewaris Hujan,Rp 161.100
672,Demi Pencitraan (Sex and Vanity),Rp 85.600
673,Stigma,Rp 89.100
674,Pangerang Tak Berharap Mahkota,Rp 81.000
675,Ketika Cinta Bertasbih,Rp 99.000
676,Jihad Lipstik,Rp 135.000
677,Kamu Harus Bahagia,Rp 62.100
678,Indonesia Mengglobal,Rp 80.100
679,Fathur,Rp 89.100
680,Kalandara,Rp 74.250
681,Harap,Rp 69.300
682,The Chance Its My Turn Now,Rp 89.100
683,Geez & Ann #2,Rp 69.300
684,The Nightingale,Rp 90.240
685,Novel The Big Four (Empat Besar) - Cover Baru,Rp 48.000
686,When Miss Ugly Married Mr.Perfect : Kau Terlalu Sempurna untuk dimiliki,Rp 89.100
687,Dash and Lily's Book of Dares,Rp 52.000
688,J3,Rp 89.100
689,Melukis Langit Dermaga,Rp 67.200
690,Dauglaslove,Rp 89.100
691,Varen Dangerous,Rp 89.100
692,Harlequin Koleksi Istimewa: Menyelinap Bersama Raja Monterosso (Stolen Nights with The King),Rp 55.200
693,"Sorry, I Am Gorgeous",Rp 112.500
694,Tulah Desa Rimau,Rp 64.000
695,Langgam Nyai Bagelen,Rp 89.100
696,Khadijah: Ketika Rahasia Mimpi Terungkap,Rp 108.000
697,Puspa Indah Taman Hati,Rp 36.000
698,One Big Family,Rp 89.100
699,Cerita - Cerita Kecil Untuk Hidup Yang Besar,Rp 67.500
700,Untitle Diary: Sekuel From a Little More Diary,Rp 102.600
701,The Angels Face,Rp 86.400
702,After Losing Him,Rp 71.910
703,Arnaska,Rp 89.100
704,Hello Ex - Husband,Rp 89.910
705,Malam Pertama Calon Pendeta,Rp 80.100
706,Lupus: Interview with the Nyamuk,Rp 63.200
707,A Poem in My Mind,Rp 88.000
708,Kumpulan Kisah Penuh Hikmah: 25 Nabi dan Rasul,Rp 86.400
709,50 Doa Sederhana Anak-anak,Rp 76.000
710,Stories for Rainy Days Volume 3,Rp 108.000
711,Low Pressure,Rp 111.200
712,Runtuhnya Dinasti Wang (A House Divided),Rp 101.600
713,Laiqa: Mana Hijrah?!,Rp 65.600
714,The School for Good and Evil 3 - Akhir Bahagia Selamanya,Rp 188.000
715,188 Aktivitas Lengkap Anak Muslim Cerdas,Rp 60.000
716,Sejarah Kenabian,Rp 117.000
717,Sang Ulama Pengerak,Rp 67.500
718,Rahasia Gemini,Rp 89.100
719,Psychic Detective Yakumo 2 : That Which Connects Souls,Rp 78.400
720,9 Bintang Farmasi,Rp 85.500
721,The Nectar Of Pain,Rp 100.000
722,How To Love,Rp 111.600
723,Yuni,Rp 50.400
724,"Cukit, Sang Penyihir dan Sang Naga (The Fork, The Witch and the Worm)",Rp 60.000
725,Something to Remember Me By,Rp 73.600
726,Misi,Rp 88.200
727,Dayon,Rp 89.100
728,Animal Farm,Rp 44.100
729,Respati,Rp 60.000
730,Laskar,Rp 86.850
731,Twivortiare,Rp 79.200
732,Surat Kecil Untuk Tuhan,Rp 53.550
733,Janshen,Rp 64.350
734,Horimiya 05,Rp 25.600
735,Trials Of Apollo #1: The Hidden Orade,Rp 80.100
736,Maryam,Rp 53.600
737,Dalam Kesendirian Kutemukan Kehangatan,Rp 68.000
738,Gavriell,Rp 80.100
739,Kota Bandung Dan Biru,Rp 89.100
740,Museum Lupa : Sebuah Museum Tentang Usaha Melupakan,Rp 37.350
741,Senja dan Pagi,Rp 84.600
742,Buku Cerita Fikih Untuk Anak: Thaharah,Rp 57.600
743,"Lupus: Idiiih, Udah Gede!",Rp 55.200
744,"My Wife`s My Lecturer, My Husband`s My Student",Rp 76.500
745,Akulah Banda Neira,Rp 71.100
746,Working With Evil,Rp 71.100
747,Buku Cerita Sunnah Sesuai Waktu: Sunnah Petang Hari,Rp 54.400
748,Lupus: Lupus n'Work,Rp 55.200
749,S1ngle,Rp 71.200
750,Aku Suka Kamu Berkata Baik,Rp 89.100
751,Lupus: Sandal Jepit,Rp 55.200
752,88 Doa Harian Anak Muslim,Rp 54.400
753,Jangan Diklik#2: Ketika Sukma Terjaga,Rp 79.200
754,Enola Holmes #6 Kasus Perpisahan Gipsi,Rp 63.200
755,Jiva: Kala Misteri Kehidupan Menyapa,Rp 79.200
756,Pleasure and Pressure: An Anthology of New Indonesian Writing Inspired by Agus Suwage,Rp 288.000
757,Sebelum Kau Asing Bagiku (Before We Were Strangers),Rp 103.200
758,Sesungguhnya Aku Menunggu,Rp 54.000
759,THE INFINITE QUEST (Kasus #2 Sugi dan Laura),Rp 71.200
760,Doa Burung-Burung,Rp 90.000
761,Sheila,Rp 80.100
762,MetroPop: Mismatch,Rp 71.200
763,Marlina: Kisah Horor Di Sebuah Hotel Bintang Lima,Rp 69.750
764,Novel Salahkan Bintang Jatuh,Rp 67.500
765,Darcel,Rp 89.100
766,Kekasih Teluk,Rp 48.000
767,"Patah, Tumbuh, Sembuh",Rp 71.100
768,Penyalin Cahaya,Rp 56.000
769,If I,Rp 80.100
770,Perburuan Piring Emas,Rp 52.200
771,Musibah Suamiku Ladang Ibadahku,Rp 54.000
772,To The Bone,Rp 107.100
773,Down and Out in Paris and London,Rp 64.000
774,Kenang,Rp 76.500
775,Snowdrop,Rp 99.000
776,Dua Belas Pasang Mata (Twenty Four Eyes),Rp 56.000
777,Kisah Untuk Geri,Rp 87.300
778,Hal Yang Tak Kau Bawa Pergi Saat Meninggalkanku,Rp 99.000
779,Beauty and The Bad Boy,Rp 89.100
780,Hans (Repackage),Rp 74.250
781,Jo & Kas,Rp 67.500
782,JanganDiklik 2: Ketika Sukma Terjaga,Rp 75.200
783,Dunia Sunyi,Rp 45.000
784,Koala and Her Story,Rp 73.600
785,Sherlock Holmes Misteri di Wisma Wisteria,Rp 49.500
786,Kumpulan Cerpen Rokat Tase,Rp 54.000
787,Mecca I`M Coming!,Rp 54.000
788,Teh dan Pengkhianat,Rp 60.000
789,Mine Gold Edition,Rp 89.550
790,EL,Rp 89.100
791,Hendrick : Konnings,Rp 61.200
792,Ther Melian: Revelation (Collector Edition),Rp 92.000
793,Two Mothers *Edisi Inggris,Rp 92.800
794,Menggantang Asa Di Temaram Lorosae,Rp 86.400
795,MetroPop: If I Met You First,Rp 71.200
796,Keluarga Cemara#2,Rp 79.200
797,Buku Cerita Sunnah Sesuai Waktu: Sunnah Siang Hari,Rp 54.400
798,Bilangan Fu,Rp 127.200
799,"Sastra, Sebuah Jalan Panjang",Rp 62.100
800,Ketika Cinta Bertasbih 2,Rp 90.000
801,Rebels The Last,Rp 89.100
802,Wizard Bakery,Rp 52.000
803,Janshen (Repackage),Rp 74.250
804,Deliverance: Dimensional Fugitive,Rp 67.500
805,Never Be Alone,Rp 71.100
806,Assassin's Creed: Last Descendants: Makam Sang Khan (Assassin's Creed: Last Descendants: Tomb of the Khan),Rp 79.200
807,Untukmu Gadis Dewa,Rp 40.500
808,The Seven Dials Mystery (Misteri Tujuh Lonceng),Rp 55.200
809,3 Women & A Guy - Cover Baru,Rp 68.800
810,Satu Hari di 2018 (Edisi Revisi),Rp 53.100
811,Origami Hati,Rp 63.000
812,Nikola Maldini,Rp 89.100
813,Andrew: The Dragon,Rp 85.500
814,Teroka,Rp 89.100
815,True Mothers,Rp 130.500
816,Leander,Rp 89.100
817,Pencuri Amatir 2,Rp 67.500
818,Suddenly Kala Alur Cerita Fana Jadi Kisah Cinta Nyata,Rp 98.100
819,Alster Lake,Rp 89.100
820,Fickle & Brittle,Rp 116.100
821,Gionatan ( Harta Takhta Stella ),Rp 89.100
822,1984,Rp 116.100
823,23:59 : Sebuah Novel,Rp 80.100
824,Pencuri Amatir,Rp 58.500
825,"Hold On, It Hurts",Rp 89.100
826,Untukmu Imamku,Rp 89.100
827,Best Part,Rp 116.100
828,Elgara,Rp 89.100
829,Rasi Bintang,Rp 89.100
830,Goodbye Daneil,Rp 89.100
831,The Magic Library,Rp 62.100
832,Meet Me in Amsterdam,Rp 89.100
833,Sarka,Rp 89.100
834,Tanpa Daya (Hopeless),Rp 95.200
835,Rigel Sang Penyelamat: Planet Misterius,Rp 54.400
836,Jangan Tangisi Kematianku (Sewu Dino),Rp 76.000
837,Warung Bujang,Rp 98.100
838,Tahun Itu Berlalu Begitu Cepat#2 (Fleet of Years#2),Rp 95.200
839,Ihwal Nama Majid Pucuk: Cerpen Pilihan Kompas 2022,Rp 85.500
